CNN-INTEGRATED SPECK COMPREHENSIVE SECURITY REPORT
------------------------------------------------------------------------------------------------------------------------
Image           | Enc_T(s) | Dec_T(s) | Entp   | NPCR%  | UACI%  | PSNR   | Corr_H | Corr_V | Corr_D
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_0_4608_size512.png | 0.0903   | 0.0796   | 7.6385 | 99.83  | 29.22  | 8.73   | -0.019 | 0.037  | 0.010 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_0_5120_size512.png | 0.0900   | 0.0792   | 7.6365 | 99.83  | 29.23  | 8.72   | -0.053 | 0.017  | -0.012
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_0_512_size512.png | 0.0970   | 0.0955   | 7.5977 | 99.80  | 29.75  | 8.61   | -0.070 | 0.016  | 0.001 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_0_5632_size512.png | 0.0911   | 0.0791   | 7.6505 | 99.84  | 28.14  | 9.10   | -0.027 | -0.022 | -0.004
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_0_size512.png | 0.0959   | 0.0964   | 7.6336 | 99.80  | 29.46  | 8.70   | -0.046 | 0.014  | -0.005
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_1024_size512.png | 0.0938   | 0.0947   | 7.6422 | 99.80  | 29.79  | 8.58   | -0.044 | 0.015  | 0.018 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_1536_size512.png | 0.0934   | 0.0846   | 7.5816 | 99.81  | 31.70  | 8.03   | -0.090 | 0.020  | -0.011
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_2048_size512.png | 0.0937   | 0.0924   | 7.5556 | 99.81  | 32.37  | 7.85   | -0.097 | 0.036  | 0.002 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_2560_size512.png | 0.0960   | 0.0926   | 7.5726 | 99.80  | 31.16  | 8.19   | -0.096 | -0.008 | 0.037 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_3072_size512.png | 0.1022   | 0.0934   | 7.6395 | 99.78  | 29.00  | 8.86   | -0.039 | -0.006 | 0.025 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_3584_size512.png | 0.1038   | 0.0999   | 7.6404 | 99.78  | 28.77  | 8.95   | -0.016 | 0.023  | -0.014
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_4096_size512.png | 0.1091   | 0.0915   | 7.6410 | 99.78  | 28.62  | 8.99   | -0.030 | 0.011  | 0.005 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_4608_size512.png | 0.1017   | 0.0948   | 7.6447 | 99.79  | 28.72  | 8.96   | -0.057 | 0.009  | 0.005 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_5120_size512.png | 0.0919   | 0.0813   | 7.6433 | 99.82  | 28.61  | 8.95   | -0.009 | 0.020  | 0.006 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_512_size512.png | 0.0966   | 0.0863   | 7.6363 | 99.80  | 29.15  | 8.80   | -0.050 | 0.023  | 0.028 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1024_5632_size512.png | 0.0893   | 0.0851   | 7.6493 | 99.84  | 28.50  | 8.96   | -0.004 | -0.016 | 0.021 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_0_size512.png | 0.0921   | 0.0815   | 7.6394 | 99.82  | 28.88  | 8.86   | -0.051 | -0.008 | 0.015 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_1024_size512.png | 0.0935   | 0.0930   | 7.4904 | 99.81  | 32.51  | 7.83   | -0.105 | 0.019  | 0.010 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_1536_size512.png | 0.0841   | 0.0758   | 7.0961 | 99.86  | 33.55  | 7.54   | -0.184 | 0.200  | -0.047
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_2048_size512.png | 0.0951   | 0.0871   | 7.5830 | 99.80  | 30.35  | 8.42   | -0.059 | 0.013  | -0.006
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_2560_size512.png | 0.0975   | 0.0877   | 7.6372 | 99.79  | 29.43  | 8.70   | -0.031 | 0.040  | -0.021
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_3072_size512.png | 0.1034   | 0.0989   | 7.6395 | 99.78  | 28.89  | 8.90   | -0.001 | 0.026  | -0.003
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_3584_size512.png | 0.0973   | 0.0880   | 7.6464 | 99.80  | 28.30  | 9.08   | -0.033 | 0.017  | -0.001
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_4096_size512.png | 0.0972   | 0.0945   | 7.6410 | 99.80  | 28.75  | 8.92   | -0.046 | 0.028  | 0.015 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_4608_size512.png | 0.0988   | 0.0961   | 7.6479 | 99.80  | 28.22  | 9.12   | -0.021 | 0.017  | -0.000
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_5120_size512.png | 0.0934   | 0.0842   | 7.6437 | 99.81  | 28.70  | 8.93   | -0.004 | 0.011  | -0.016
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_512_size512.png | 0.0952   | 0.0873   | 7.6118 | 99.80  | 30.01  | 8.53   | -0.037 | 0.011  | 0.020 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_1536_5632_size512.png | 0.0945   | 0.0822   | 7.6504 | 99.81  | 27.86  | 9.22   | -0.026 | 0.039  | 0.003 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_0_size512.png | 0.0926   | 0.0823   | 7.6432 | 99.82  | 29.09  | 8.79   | -0.011 | 0.014  | 0.023 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_1024_size512.png | 0.0956   | 0.0870   | 7.6433 | 99.81  | 28.51  | 9.02   | -0.012 | 0.028  | 0.014 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_1536_size512.png | 0.1005   | 0.0888   | 7.6381 | 99.80  | 28.64  | 8.97   | -0.023 | -0.016 | 0.010 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_2048_size512.png | 0.0945   | 0.0875   | 7.6433 | 99.80  | 28.66  | 8.95   | -0.022 | 0.007  | 0.013 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_2560_size512.png | 0.1015   | 0.0918   | 7.6276 | 99.80  | 29.75  | 8.61   | -0.043 | 0.027  | 0.033 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_3072_size512.png | 0.1034   | 0.0946   | 7.6374 | 99.79  | 29.23  | 8.78   | -0.020 | 0.029  | 0.007 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_3584_size512.png | 0.0972   | 0.0938   | 7.6407 | 99.80  | 28.54  | 8.99   | -0.018 | 0.041  | 0.013 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_4096_size512.png | 0.0960   | 0.0857   | 7.6451 | 99.81  | 28.28  | 9.07   | -0.004 | -0.003 | 0.005 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_4608_size512.png | 0.0958   | 0.0920   | 7.6471 | 99.81  | 28.03  | 9.17   | -0.064 | -0.003 | -0.018
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_5120_size512.png | 0.0932   | 0.0917   | 7.6503 | 99.82  | 28.06  | 9.15   | -0.046 | 0.040  | -0.004
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_512_size512.png | 0.0988   | 0.0957   | 7.6452 | 99.80  | 28.73  | 8.94   | -0.049 | 0.028  | 0.011 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2048_5632_size512.png | 0.0931   | 0.0827   | 7.6492 | 99.81  | 28.35  | 9.04   | -0.079 | -0.004 | 0.005 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_0_size512.png | 0.1010   | 0.0976   | 7.6442 | 99.78  | 28.96  | 8.87   | -0.053 | 0.016  | -0.008
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_1024_size512.png | 0.0991   | 0.0870   | 7.6438 | 99.79  | 28.69  | 8.95   | -0.061 | 0.004  | -0.027
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_1536_size512.png | 0.0970   | 0.0933   | 7.6432 | 99.79  | 28.38  | 9.05   | -0.023 | 0.016  | -0.013
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_2048_size512.png | 0.0984   | 0.0953   | 7.6128 | 99.79  | 29.86  | 8.58   | -0.085 | -0.020 | 0.014 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_2560_size512.png | 0.0939   | 0.0844   | 7.6161 | 99.80  | 30.65  | 8.30   | -0.092 | 0.020  | 0.037 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_3072_size512.png | 0.0922   | 0.0826   | 7.6280 | 99.81  | 29.33  | 8.69   | -0.027 | 0.013  | 0.007 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_3584_size512.png | 0.0995   | 0.0988   | 7.6396 | 99.79  | 28.64  | 8.97   | -0.038 | -0.012 | 0.005 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_4096_size512.png | 0.1006   | 0.0963   | 7.6463 | 99.79  | 28.11  | 9.15   | 0.001  | -0.002 | -0.033
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_4608_size512.png | 0.0975   | 0.0885   | 7.6468 | 99.80  | 28.23  | 9.11   | -0.039 | -0.017 | 0.024 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_5120_size512.png | 0.0898   | 0.0825   | 7.6499 | 99.83  | 28.20  | 9.08   | -0.009 | -0.019 | -0.009
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_512_size512.png | 0.0891   | 0.0812   | 7.6508 | 99.83  | 28.58  | 8.95   | -0.004 | -0.026 | 0.013 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_2560_5632_size512.png | 0.1000   | 0.0896   | 7.6405 | 99.79  | 28.69  | 8.95   | 0.003  | 0.003  | -0.014
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_0_size512.png | 0.0885   | 0.0797   | 7.6079 | 99.83  | 29.70  | 8.58   | -0.069 | -0.003 | -0.013
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_1024_size512.png | 0.0879   | 0.0847   | 7.6506 | 99.84  | 28.52  | 8.95   | -0.032 | 0.006  | 0.013 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_1536_size512.png | 0.0945   | 0.0943   | 7.6341 | 99.81  | 29.33  | 8.71   | -0.037 | 0.019  | 0.017 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_2048_size512.png | 0.1005   | 0.0883   | 7.6354 | 99.80  | 30.34  | 8.41   | -0.025 | 0.011  | 0.009 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_2560_size512.png | 0.0974   | 0.0867   | 7.6093 | 99.80  | 31.58  | 8.07   | -0.066 | 0.024  | 0.046 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_3072_size512.png | 0.0969   | 0.0939   | 7.6219 | 99.78  | 29.50  | 8.68   | -0.071 | 0.010  | 0.018 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_3584_size512.png | 0.0939   | 0.0824   | 7.6396 | 99.82  | 28.96  | 8.85   | 0.001  | 0.003  | 0.009 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_4096_size512.png | 0.0936   | 0.0830   | 7.6456 | 99.81  | 28.61  | 8.96   | -0.023 | -0.024 | -0.029
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_4608_size512.png | 0.0997   | 0.0893   | 7.6450 | 99.80  | 28.44  | 9.04   | -0.001 | 0.015  | 0.008 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_5120_size512.png | 0.0926   | 0.0923   | 7.6400 | 99.81  | 29.25  | 8.73   | -0.051 | 0.003  | 0.021 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_512_size512.png | 0.0930   | 0.0931   | 7.6524 | 99.81  | 28.52  | 8.99   | -0.036 | 0.037  | 0.022 
TCGA-A2-A04T-DX1_xmin72145_ymin39078_MPP-0_512_5632_size512.png | 0.0896   | 0.0818   | 7.6481 | 99.83  | 28.13  | 9.12   | -0.046 | -0.017 | 0.011 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_0_size512.png | 0.0992   | 0.0897   | 7.6512 | 99.79  | 29.25  | 8.77   | 0.006  | -0.025 | 0.008 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_1024_size512.png | 0.0870   | 0.0770   | 7.6574 | 99.85  | 27.26  | 9.41   | -0.033 | 0.025  | 0.017 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_1536_size512.png | 0.0842   | 0.0772   | 7.6574 | 99.86  | 27.13  | 9.43   | 0.003  | -0.014 | 0.006 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_2048_size512.png | 0.0893   | 0.0838   | 7.6453 | 99.83  | 27.93  | 9.20   | -0.068 | 0.010  | 0.025 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_2560_size512.png | 0.0894   | 0.0798   | 7.6503 | 99.82  | 27.77  | 9.27   | -0.083 | -0.000 | 0.021 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_3072_size512.png | 0.0945   | 0.0912   | 7.6489 | 99.80  | 28.23  | 9.12   | -0.009 | 0.022  | -0.018
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_3584_size512.png | 0.0911   | 0.0799   | 7.6534 | 99.83  | 27.47  | 9.38   | 0.002  | 0.018  | -0.008
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_0_512_size512.png | 0.0915   | 0.0832   | 7.6494 | 99.81  | 28.43  | 9.01   | -0.029 | 0.052  | 0.054 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_0_size512.png | 0.0934   | 0.0926   | 7.6559 | 99.81  | 28.55  | 8.97   | 0.002  | 0.014  | 0.019 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_1024_size512.png | 0.0857   | 0.0790   | 7.6543 | 99.84  | 27.39  | 9.37   | -0.005 | 0.001  | 0.017 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_1536_size512.png | 0.0846   | 0.0744   | 7.6502 | 99.87  | 27.82  | 9.19   | -0.043 | -0.012 | 0.008 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_2048_size512.png | 0.0870   | 0.0782   | 7.6483 | 99.84  | 27.69  | 9.27   | -0.032 | -0.000 | 0.018 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_2560_size512.png | 0.0883   | 0.0834   | 7.6413 | 99.82  | 27.76  | 9.28   | -0.051 | -0.007 | 0.010 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_3072_size512.png | 0.0893   | 0.0848   | 7.6465 | 99.83  | 27.96  | 9.21   | -0.056 | -0.026 | -0.007
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_3584_size512.png | 0.0909   | 0.0831   | 7.6447 | 99.82  | 28.40  | 9.04   | -0.053 | -0.001 | 0.024 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1024_512_size512.png | 0.0952   | 0.0925   | 7.6549 | 99.80  | 28.43  | 9.03   | -0.002 | 0.004  | 0.022 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_0_size512.png | 0.0856   | 0.0749   | 7.6574 | 99.85  | 27.42  | 9.32   | -0.052 | 0.011  | 0.020 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_1024_size512.png | 0.0882   | 0.0840   | 7.6542 | 99.83  | 27.30  | 9.42   | -0.031 | -0.003 | 0.025 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_1536_size512.png | 0.0838   | 0.0750   | 7.6625 | 99.87  | 26.32  | 9.73   | -0.004 | 0.007  | -0.018
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_2048_size512.png | 0.0884   | 0.0789   | 7.6563 | 99.83  | 27.50  | 9.34   | -0.020 | -0.010 | 0.051 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_2560_size512.png | 0.0894   | 0.0803   | 7.6471 | 99.81  | 27.74  | 9.29   | -0.062 | 0.020  | 0.021 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_3072_size512.png | 0.0880   | 0.0803   | 7.6481 | 99.84  | 27.52  | 9.36   | -0.042 | -0.012 | -0.012
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_3584_size512.png | 0.0874   | 0.0783   | 7.6509 | 99.84  | 27.25  | 9.44   | -0.067 | 0.024  | 0.007 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_1536_512_size512.png | 0.0836   | 0.0749   | 7.6541 | 99.86  | 27.37  | 9.34   | -0.039 | 0.023  | -0.028
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_0_size512.png | 0.0892   | 0.0798   | 7.6557 | 99.83  | 27.09  | 9.49   | -0.051 | 0.008  | -0.007
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_1024_size512.png | 0.0866   | 0.0776   | 7.6586 | 99.84  | 27.10  | 9.47   | -0.028 | -0.008 | -0.004
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_1536_size512.png | 0.0841   | 0.0751   | 7.6568 | 99.86  | 27.18  | 9.42   | -0.046 | -0.002 | -0.019
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_2048_size512.png | 0.0886   | 0.0795   | 7.6536 | 99.83  | 27.51  | 9.34   | 0.008  | 0.040  | 0.001 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_2560_size512.png | 0.0894   | 0.0791   | 7.6422 | 99.84  | 27.61  | 9.34   | -0.028 | 0.020  | 0.048 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_3072_size512.png | 0.0914   | 0.0829   | 7.6459 | 99.82  | 28.02  | 9.19   | -0.033 | 0.021  | -0.005
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_3584_size512.png | 0.0876   | 0.0775   | 7.6478 | 99.84  | 27.37  | 9.40   | -0.042 | -0.006 | 0.025 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2048_512_size512.png | 0.0839   | 0.0754   | 7.6600 | 99.86  | 26.69  | 9.60   | -0.041 | 0.032  | 0.007 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_0_size512.png | 0.0894   | 0.0857   | 7.6528 | 99.83  | 27.15  | 9.49   | -0.009 | 0.002  | -0.001
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_1024_size512.png | 0.1071   | 0.0834   | 7.6455 | 99.83  | 28.04  | 9.18   | -0.035 | 0.009  | 0.040 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_1536_size512.png | 0.0892   | 0.0803   | 7.6475 | 99.83  | 28.26  | 9.09   | -0.061 | -0.012 | 0.012 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_2048_size512.png | 0.0866   | 0.0784   | 7.6468 | 99.85  | 27.79  | 9.23   | -0.035 | 0.041  | -0.011
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_2560_size512.png | 0.0866   | 0.0772   | 7.6513 | 99.84  | 27.50  | 9.34   | -0.013 | 0.019  | 0.012 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_3072_size512.png | 0.0974   | 0.0967   | 7.6542 | 99.79  | 28.48  | 9.02   | -0.005 | 0.002  | -0.009
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_3584_size512.png | 0.0905   | 0.0837   | 7.6447 | 99.82  | 28.13  | 9.15   | -0.061 | -0.001 | -0.006
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_2560_512_size512.png | 0.0938   | 0.0909   | 7.6439 | 99.81  | 28.00  | 9.20   | -0.027 | -0.004 | 0.002 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_0_size512.png | 0.0965   | 0.0855   | 7.6561 | 99.80  | 28.63  | 8.95   | -0.002 | -0.010 | 0.008 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_1024_size512.png | 0.0847   | 0.0763   | 7.6551 | 99.86  | 27.36  | 9.36   | -0.030 | 0.012  | 0.018 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_1536_size512.png | 0.0840   | 0.0748   | 7.6545 | 99.86  | 27.03  | 9.49   | -0.023 | 0.004  | -0.007
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_2048_size512.png | 0.0889   | 0.0841   | 7.6382 | 99.83  | 27.85  | 9.23   | -0.073 | 0.023  | 0.042 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_2560_size512.png | 0.0868   | 0.0769   | 7.6537 | 99.85  | 27.62  | 9.30   | -0.060 | 0.011  | 0.006 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_3072_size512.png | 0.0965   | 0.0857   | 7.6456 | 99.80  | 28.55  | 9.01   | 0.001  | -0.015 | -0.011
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_3584_size512.png | 0.0960   | 0.0860   | 7.6443 | 99.80  | 28.68  | 8.97   | -0.003 | 0.016  | 0.028 
TCGA-A2-A0CM-DX1_xmin18562_ymin56852_MPP-0_512_512_size512.png | 0.1001   | 0.0916   | 7.6557 | 99.80  | 28.66  | 8.94   | 0.009  | -0.001 | 0.030 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_0_size512.png | 0.0850   | 0.0753   | 7.6607 | 99.86  | 28.27  | 9.01   | -0.013 | -0.023 | 0.005 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_1024_size512.png | 0.1007   | 0.0961   | 7.6253 | 99.80  | 30.71  | 8.32   | -0.080 | 0.008  | 0.023 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_1536_size512.png | 0.0942   | 0.0839   | 7.6134 | 99.81  | 31.11  | 8.18   | -0.085 | 0.022  | -0.004
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_2048_size512.png | 0.0971   | 0.0931   | 7.6209 | 99.81  | 30.59  | 8.34   | -0.035 | -0.019 | 0.005 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_2560_size512.png | 0.0921   | 0.0788   | 7.6283 | 99.83  | 29.99  | 8.51   | -0.058 | 0.044  | 0.046 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_3072_size512.png | 0.0925   | 0.0812   | 7.6290 | 99.81  | 29.95  | 8.53   | -0.055 | 0.017  | 0.022 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_3584_size512.png | 0.0898   | 0.0797   | 7.6354 | 99.84  | 29.32  | 8.72   | -0.046 | 0.000  | 0.040 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_4096_size512.png | 0.0886   | 0.0831   | 7.6478 | 99.83  | 28.84  | 8.85   | -0.032 | -0.003 | 0.039 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_4608_size512.png | 0.0880   | 0.0848   | 7.6540 | 99.83  | 28.96  | 8.81   | -0.019 | 0.017  | -0.002
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_5120_size512.png | 0.0893   | 0.0829   | 7.6479 | 99.84  | 29.09  | 8.78   | -0.027 | 0.007  | 0.020 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_512_size512.png | 0.0942   | 0.0930   | 7.6498 | 99.80  | 29.14  | 8.78   | -0.013 | 0.011  | 0.022 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_5632_size512.png | 0.0899   | 0.0801   | 7.6482 | 99.83  | 28.98  | 8.83   | -0.064 | 0.022  | 0.018 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_6144_size512.png | 0.0948   | 0.0893   | 7.6452 | 99.81  | 28.98  | 8.85   | -0.066 | 0.027  | 0.005 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_0_6656_size512.png | 0.0885   | 0.0798   | 7.6483 | 99.84  | 28.80  | 8.88   | -0.046 | 0.025  | 0.043 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_0_size512.png | 0.0864   | 0.0772   | 7.6497 | 99.85  | 28.82  | 8.85   | -0.043 | 0.006  | -0.006
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_1024_size512.png | 0.0948   | 0.0844   | 7.6314 | 99.81  | 30.07  | 8.49   | -0.060 | 0.021  | 0.039 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_1536_size512.png | 0.0956   | 0.0910   | 7.6287 | 99.80  | 30.54  | 8.36   | -0.049 | 0.028  | 0.023 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_2048_size512.png | 0.0986   | 0.0886   | 7.6319 | 99.79  | 30.13  | 8.49   | -0.048 | -0.000 | 0.020 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_2560_size512.png | 0.0947   | 0.0856   | 7.6308 | 99.80  | 29.85  | 8.57   | -0.051 | -0.001 | 0.025 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_3072_size512.png | 0.0912   | 0.0852   | 7.6328 | 99.82  | 29.76  | 8.59   | -0.048 | 0.046  | -0.021
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_3584_size512.png | 0.0996   | 0.0889   | 7.6391 | 99.78  | 29.37  | 8.74   | -0.045 | 0.023  | 0.028 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_4096_size512.png | 0.1033   | 0.0914   | 7.6386 | 99.78  | 29.39  | 8.75   | -0.028 | 0.011  | 0.007 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_4608_size512.png | 0.0955   | 0.0885   | 7.6438 | 99.81  | 29.47  | 8.71   | -0.026 | 0.026  | 0.021 
TCGA-A2-A0D0-DX1_xmin68482_ymin39071_MPP-0_1024_5120_size512.png | 0.0988   | 0.0876   | 7.6432 | 99.80  | 28.86  | 8.92   | -0.068 | -0.009 | 0.039 
